Description,CRCItemID,ERMaterials,LeadTime,PartsPerUnit,CostPerFactor,DLCostPerFactor,EstimatePerFactor,UseBy,OrderBY,PressFactor,CollatorFactor,OfflineFactor,ProdType,ItemType,ReportType,Color,Size,SubWT,ReOrderPoint,Cycle,PVGLCode,PRGLCode,ReqReport,Vendor_ItemID,Vendor_qty,DateLastPriceChange,LastPriceChangePO,Valueation,New_Item_Type,Old_Item_Type,BidID,CostingLink,Inventoryable
"OFF 70# STARBRT 96 OPQ  13                        ","            ",T,1,1,0.6365,0.00,0.6365,"LB        ","LB        ",0,0,0,"ROLL  ",OFFSET,"BOND      ","OPQ ","13        ","70        ",0," ","40200-2-30          ","40200-1-30          ",T,NULL,NULL,NULL,NULL,NULL,OFFSET,"BOND      ",NULL,NULL,1
"OFF 70# WHT 19 3/4                                ","8222016251  ",T,1,1,0.4835,0.00,0.4835,"LB        ","LB        ",0,0,0,"ROLL  ",OFFSET,"BOND      ","WHT ","19 3/4    ","70        ",0," ","40200-2-30          ","40200-1-30          ",T,NULL,NULL,NULL,NULL,NULL,OFFSET,"BOND      ",NULL,NULL,1
"OFF 80# WHT 18                                    ","8222052001  ",T,1,0.025,0.615,0.00,0.515,"LB        ","LB        ",0,0,0,"ROLL  ",OFFSET,"BOND      ","WHT ","18        ","80        ",0," ","40200-2-30          ","40200-1-30          ",T,NULL,617,2012-09-11 13:30:54.277,"2-051543  ",NULL,OFFSET,"OFF       ",NULL,NULL,1
"OFFSET 45# 92 BRT WHT 14 5/8                      ","8222050125  ",T,1,0.21,0.495,0.00,0.495,"LB        ","LB        ",0,0,0,"ROLL  ",OFFSET,"BOND      ","WHT ","14 5/8    ","45        ",0,NULL,"40200-2-30          ","40200-1-30          ",T,NULL,NULL,NULL,NULL,NULL,OFFSET,"OFF       ",NULL,NULL,1
"OFFSET 45# 92 BRT WHT 34 1/2                      ","            ",T,1,1,0.7492,0.00,0.7492,"LB        ","LB        ",0,0,0,"ROLL  ",OFFSET,"ELEC      ","WHT ","34 1/2    ","45        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"OFFSET 45# BRT WHT 17 1/4                         ","            ",T,1,1,0.7492,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ",OFFSET,"ELEC      ","WHT ","17 1/4    ","45        ",-1," ","40200-2-30          ","40200-1-30          ",T,"            ",586,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"OFFSET 60# OPAQUE BLU 17 1/2                      ","            ",T,1,1,0.7478,0.00,0.7478,"LB        ","LB        ",0,0,0,"ROLL  ",OFFSET,"BOND      ","BLU ","17 1/2    ","60        ",0," ","40200-2-30          ","40200-1-30          ",T,NULL,NULL,NULL,NULL,NULL,OFFSET,"OFF       ",NULL,NULL,1
"OFFSET 60# WHT 17 1/2                             ","            ",F,1,1,0.00,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ",OFFSET,"BOND      ","WHT ","17 1/2    ","60        ",-1," ","                    ","40200-1-30          ",F,"            ",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"OFFSET 60# WHT 18                                 ","            ",T,0,1,0.60,0.00,0.60,"LB        ","LB        ",0,0,0,"ROLL  ","OFF   ","BOND      ","WHT ","18        ","60        ",-1,1,"40200-2-30          ","40200-1-30          ",T,"391524      ",1040,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"OFFSET 70#  OPAQUE WHT                            ","            ",F,0,1,0.695,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ",OFFSET,"BOND      ","WHT ","18        ","70        ",-1," ","40200-2-30          ","40200-1-30          ",T,"            ",675,2012-01-03 18:25:57.440,"2-051698  ",NULL,NULL,NULL,NULL,NULL,1
"OFFSET 70# OPAQUE IVORY 18                        ","            ",F,0,1,0.785,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ",OFFSET,"BOND      ","IVR ","18        ","70        ",-1," ","40200-2-30          ","40200-1-30          ",T,"            ",675,2011-08-02 13:39:02.813,"2-051625  ",NULL,NULL,NULL,NULL,NULL,1
"OJI CFB 14.5# CAN 9 7/8                           ","8302053091  ",T,1,0.01125,0.9545,0.00,0.9545,"LB        ","LB        ",0,0,0,"ROLL  ",OJICFB,"CRBNLS    ","CAN ","9 7/8     ","14.5      ",0,NULL,"40100-2-30          ","40100-1-30          ",T,NULL,NULL,NULL,NULL,NULL,OJICFB,"OJI       ",NULL,NULL,1
"OJI CFB 14.5# GRD 19                              ","8302053291  ",T,1,0.01125,0.9545,0.00,0.9545,"LB        ","LB        ",0,0,0,"ROLL  ",OJICFB,"CRBNLS    ","GRD ","19        ","14.5      ",0,NULL,"40100-2-30          ","40100-1-30          ",T,NULL,NULL,NULL,NULL,NULL,OJICFB,"OJI       ",NULL,NULL,1
"OJI CFB 14.5# WHT 19                              ","8302053561  ",T,1,0.01125,0.95,0.00,0.95,"LB        ","LB        ",0,0,0,"ROLL  ",OJICFB,"CRBNLS    ","WHT ","19        ","14.5      ",0,NULL,"40100-2-30          ","40100-1-30          ",T,NULL,NULL,NULL,NULL,NULL,OJICFB,"OJI       ",NULL,NULL,1
"OPQ 80# WHT SMOOTH 19X25 SHT                      ","            ",T,0,1,0.0656,0.00,0.0656,"SH        ","SH        ",0,0,0,"SHT   ","BOND  ","BOND      ","WHT ","19        ","80        ",-1," ","40600-2-30          ","40600-1-30          ",T,"            ",1500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
"OPTECH 24                                         ","            ",F,1,1,0.57,0.00,0.00,"EA        ","EA        ",0,0,0,"BX    ","BX    ",NULL,"WHT ","0         ","0         ",-1," ","40600-2-30          ","40600-1-30          ",F,NULL,NULL,NULL,NULL,NULL,"BX    ","BX        ",NULL,NULL,1
"OPTICA 14# SC WHT/BLUE IMAGE 17 1/2               ","            ",T,1,1,2.1876,0.00,2.1876,"LB        ","LB        ",0,0,0,"ROLL  ","SC    ","BOND      ","WHT ","17 1/2    ","14        ",-1," ","40200-2-30          ","40200-1-30          ",F,"16935       ",600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"OPTICA 17# SC WHT/BLK 17 1/2                      ","            ",T,0,1,2.1781,0.00,2.0783,"LB        ","LB        ",0,0,0,"ROLL  ","SC    ","BOND      ","WHT ","17 1/2    ","17        ",-1," ","40100-2-30          ","40100-1-30          ",T,"16946       ",420,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"OPTICA 17# SC WHT/BLK 19                          ","            ",T,10,1,2.1781,0.00,2.0783,"LB        ","LB        ",0,0,0,"ROLL  ","SC    ","BOND      ","WHT ","19        ","17        ",-1," ","40100-2-30          ","40100-1-30          ",T,"16946       ",456,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"OPTICA CB 17# SC WHT/BLK 12 1/4                   ","            ",T,1,1,1.9942,0.00,1.9942,"LB        ","LB        ",0,0,0,"ROLL  ","SC    ","CRBNLS    ","WHT ","12 1/4    ","17        ",-1," ","40100-2-30          ","40100-1-30          ",F,"11229       ",294,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"OPTICA CB 17# SC WHT/BLK 9 7/8                    ","            ",T,1,1,1.9942,0.00,1.9942,"LB        ","LB        ",0,0,0,"ROLL  ","SC    ","CRBNLS    ","WHT ","9 7/8     ","17        ",-1," ","40100-2-30          ","40100-1-30          ",F,"11231       ",252,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"OPTICA CB 17# SC WHT/BLU 12 1/4                   ","            ",T,1,1,1.9942,0.00,1.9942,"LB        ","LB        ",0,0,0,"ROLL  ","SC    ","CRBNLS    ","WHT ","12 1/4    ","17        ",-1," ","40100-2-30          ","40100-1-30          ",F,"11229       ",294,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"OPTICA CB 17# SC WHT/BLUE 12 1/2                  ","            ",T,1,1,1.9942,0.00,1.9942,"LB        ","LB        ",0,0,0,"ROLL  ","SC    ","CRBNLS    ","WHT ","12 1/2    ","17        ",-1," ","40100-2-30          ","40100-1-30          ",F,"11217       ",368,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"Plates                                            ","            ",F,0,1,10.00,10.00,10.00,"EA        ","EA        ",0,0,0,"PLAT  ","PLAT  ",NULL,"WHT ","10        ","100       ",-1," ","                    ","                    ",F,"PLATES      ",1,NULL,NULL,NULL,"PLAT  ","PLAT      ",NULL,NULL,0
"PRE PRINTED STOCK                                 ","            ",T,1,1,0.00,0.00,0.00,"EA        ","EA        ",0,0,0,"SHT   ","BOND  ",NULL,"WHT ","17        ","20        ",-1," ","                    ","                    ",F,"PRE         ",1,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,0
"PrePrintStock                                     ","            ",T,1,1,0.00,0.00,0.00,"EA        ","EA        ",0,0,0,"ROLL  ","BOND  ","ELEC      ","WHT ","10        ","14        ",-1," ","40100-2-30          ","40100-1-30          ",T,"PRE         ",1,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"PRTD COVER STK                                    ","COVER STOCK ",T,1,1,0.00,0.00,0.00,"EA        ","EA        ",0,0,0,"SHT   ","BOND  ","BOND      ","WHT ","17        ","24        ",-1," ","                    ","                    ",F,NULL,NULL,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"RDP 22 PLATE                                      ","            ",F,1,1,10.00,0.00,10.00,"EA        ","EA        ",0,0,0,"PLAT  ","PLAT  ",NULL,"WHT ","22        ","          ",-1," ","40700-2-30          ","40700-1-30          ",T,NULL,NULL,NULL,NULL,NULL,"PLAT  ","PLAT      ",NULL,NULL,1
"RDP MAKE READY ROLLS                              ","            ",F,0,1,0.00,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","IDX   ",NULL,"WHT ","19 3/4    ","110       ",-1," ","40200-2-30          ","40200-1-30          ",T,"            ",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"RED CART                                          ","            ",F,1,1,50.00,0.00,50.00,"EA        ","EA        ",0,0,0,"CART  ","CART  ",NULL,UNIT,"UNIT      ","UNIT      ",-1," ","40200-2-30          ","40200-1-30          ",F,"CART        ",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
"Remove This X Item                                ",NULL,0,1,0,0.00,0.00,0.00,"LB        ","LB        ",0,0,0,"roll  ","BOND  ","BOND      ",NULL,NULL,NULL,0,NULL,NULL,NULL,T,NULL,NULL,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,1
"REPLY CARD 102# 9PT 17 1/2                        ","            ",F,0,1,0.54,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ",OFFSET,"ELEC      ","WHT ","17 1/2    ","100       ",-1," ","40200-3-30          ","40200-1-30          ",T,"            ",540,2013-04-23 10:19:55.603,"2-052294  ",NULL,NULL,NULL,NULL,NULL,1
"REPLY CARD 102# 9PT 18                            ","            ",T,0,1,0.385,0.00,0.685,"LB        ","LB        ",0,0,0,"ROLL  ",OFFSET,"ELEC      ","WHT ","18        ","100       ",-1," ","40200-3-30          ","40200-1-30          ",T,"            ",630,2012-12-05 10:13:55.977,"2-052130  ",NULL,NULL,NULL,NULL,NULL,1
"REPLY CARD 102# 9PT 9                             ","            ",T,0,1,0.6985,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ",OFFSET,"BOND      ","WHT ","9         ","100       ",-1," ","40200-3-30          ","40200-1-30          ",T,"            ",555,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"REPLY CARD 102# 9T 8 3/4                          ","            ",F,0,1,0.54,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ",OFFSET,"ELEC      ","WHT ","8 3/4     ","100       ",-1," ","40200-3-30          ","40200-1-30          ",T,"            ",90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"REPLY CARD 125# 9PT 18                            ","            ",T,0,1,0.685,0.00,0.685,"LB        ","LB        ",0,0,0,"ROLL  ","REPLY ","ELEC      ","WHT ","18        ","125       ",-1," ","40200-2-30          ","40200-1-30          ",T,"            ",625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"REPLY CARD 75# 12                                 ","8222051001  ",T,1,1,0.483,0.00,0.483,"LB        ","LB        ",0,0,0,"ROLL  ","TAG   ","BOND      ","WHT ","12        ","75        ",0," ","40200-2-30          ","40200-1-30          ",T,NULL,NULL,NULL,NULL,NULL,"TAG   ","TAG       ",NULL,NULL,1
"REPLY CARD 75# 12 1/2                             ","8222051011  ",T,1,1,0.483,0.00,0.483,"LB        ","LB        ",0,0,0,"ROLL  ","TAG   ","BOND      ","WHT ","12 1/2    ","75        ",0," ","40200-2-30          ","40200-1-30          ",T,NULL,NULL,NULL,NULL,NULL,"TAG   ","TAG       ",NULL,NULL,1
"REPLY CARD 75# WHT 17 1/2                         ","8222016291  ",T,1,0.04,0.5625,0.00,0.483,"LB        ","LB        ",0,0,0,"ROLL  ","TAG   ","BOND      ","WHT ","17 1/2    ","75        ",0,NULL,"40200-2-30          ","40200-1-30          ",T,NULL,528,2013-05-09 13:16:23.340,"2-052314  ",NULL,"TAG   ","TAG       ",NULL,NULL,1
"REPLY CARD 75# WHT 18                             ","8222016291  ",T,1,0.04,0.483,0.00,0.483,"LB        ","LB        ",0,0,0,"ROLL  ","TAG   ","BOND      ","WHT ","18        ","75        ",0," ","40200-2-30          ","40200-1-30          ",T,NULL,NULL,NULL,NULL,NULL,"TAG   ","TAG       ",NULL,NULL,1
"REPLY CARD 75# WHT 19                             ","8222016292  ",T,1,1,1.00,0.00,1.00,"LB        ","LB        ",0,0,0,"ROLL  ","TAG   ","BOND      ","WHT ","19        ","75        ",0,NULL,"40200-2-30          ","40200-1-30          ",T,NULL,NULL,NULL,NULL,NULL,"TAG   ","TAG       ",NULL,NULL,1
"REPLY CARD 79# 7PT 13 1/2                         ","            ",T,0,0,0.00,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","REPLY ","BOND      ","WHT ","13 1/2    ","79        ",-1," ","40200-2-30          ","40200-1-30          ",T,"            ",595,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
"REPLY CARD 79# 7PT 14                             ","            ",T,0,1,0.6985,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","REPLY ","BOND      ","WHT ","14        ","79        ",-1," ","40200-2-30          ","40200-1-30          ",T,"            ",420,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
"REPLY CARD 79# 7PT 18                             ","            ",T,0,1,0.53,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","REPLY ","BOND      ","WHT ","18        ","79        ",-1," ","40200-2-30          ","40200-1-30          ",T,"            ",630,2013-05-29 10:27:56.820,"2-052341  ",NULL,NULL,NULL,NULL,NULL,0
"REPLY CARD 79# 7PT IDEAL HI-D SMOOTH 17 1/2       ","            ",T,1,1,0.58,0.00,0.58,"LB        ","LB        ",0,0,0,"ROLL  ","REPLY ",NULL,"WHT ","17 1/2    ","79        ",-1," ","40200-3-30          ","40100-1-30          ",F,"10575934    ",570,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
"REPLY CARD 79# IDEAL 7PT 17 1/2                   ","            ",T,0,1,0.50,0.00,0.50,"LB        ","LB        ",0,0,0,"ROLL  ","REPLY ","BOND      ","WHT ","17 1/2    ","79        ",-1," ","40200-2-30          ","40200-1-30          ",T,"10575944    ",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
"REPLY CARD 97# 17 1/2                             ","            ",T,1,1,0.6125,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ",OFFSET,"BOND      ","WHT ","17 1/2    ","90        ",-1," ","40200-2-30          ","40200-1-30          ",T,"            ",620,2012-11-12 08:56:57.790,"2-051966  ",NULL,"REPLY ","BOND      ",NULL,NULL,1
"REPLY CARD 97# 18                                 ","            ",F,0,1,0.6557,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ",OFFSET,"BOND      ","WHT ","18        ","97        ",-1," ","40200-2-30          ","40200-1-30          ",T,"            ",630,2012-10-17 14:37:12.620,"2-051971  ",NULL,NULL,NULL,NULL,NULL,1
"REPLY CARD 97# 8 1/2                              ","            ",F,0,1,0.6125,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ",OFFSET,"BOND      ","WHT ","8 1/2     ","90        ",-1," ","40200-3-30          ","40200-1-30          ",T,"            ",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"REPLY CARD 97# 9                                  ","            ",F,0,1,0.6125,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ",OFFSET,"BOND      ","WHT ","9         ","90        ",-1," ","40200-3-30          ","40200-1-30          ",T,"            ",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"REPLY CARD 97# 9PT  17 1/2                        ","            ",T,1,1,0.6125,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ",OFFSET,"BOND      ","WHT ","17 1/2    ","90        ",-1," ","40200-2-30          ","40200-1-30          ",T,"            ",620,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"REPLY CARD 97# 9PT 17 1/2                         ","            ",T,1,1,0.8071,0.00,0.8071,"LB        ","LB        ",0,0,0,"ROLL  ",OFFSET,"ELEC      ","WHT ","17 1/2    ","97        ",-1," ","40200-3-30          ","40200-1-30          ",F,"4500561     ",570,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
"RESISTE 800-5..3                                  ","            ",F,0,1,2.6643,0.00,0.00,"M         ","M         ",0,0,0,"ROLL  ","BOND  ","ELEC      ","WHT ","14        ","100       ",-1," ","40200-3-30          ","40200-1-30          ",T,"            ",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
"RX CANARY STOCK                                   ","            ",T,1,1,0.00,0.00,0.00,"EA        ","EA        ",0,0,0,"SHT   ","BOND  ","BOND      ","CAN ","17        ","20        ",-1," ","                    ","                    ",T,"1           ",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
"RX CHIP                                           ","            ",F,1,1,0.00,0.00,0.00,"EA        ","EA        ",0,0,0,"SHT   ","BOND  ","BOND      ",UNIT,"UNIT      ","UNIT      ",-1," ","40600-2-30          ","40600-1-30          ",F,"xxxxxx      ",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
"RX STOCK                                          ","            ",T,1,1,0.00,0.00,0.00,"EA        ","EA        ",0,0,0,"SHT   ","BOND  ","BOND      ","CAN ","17        ","20        ",-1," ","                    ","                    ",F,"1           ",1,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,0
"RX stuff                                          ","            ",T,0,1,0.25,0.00,0.25,"EA        ","EA        ",0,0,0,"SHT   ","BOND  ","BOND      ","CHR ","11        ","12        ",-1," ","40200-2-30          ","40200-1-30          ",T,"xxx         ",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
"RX WHITE STOCK                                    ","            ",T,1,1,0.00,0.00,0.00,"EA        ","EA        ",0,0,0,"SHT   ","BOND  ","BOND      ","WHT ","17        ","20        ",-1," ","                    ","                    ",F,"1           ",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
"SANTA BARBARA STOCK                               ","            ",T,1,1,0.00,0.00,0.00,"EA        ","EA        ",0,0,0,"SHT   ","BOND  ","BOND      ","WHT ","17        ","20        ",-1," ","                    ","                    ",T,"PRE         ",1,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,0
"SANTA CLARA STOCK                                 ","            ",T,1,1,0.00,0.00,0.00,"EA        ","EA        ",0,0,0,"SHT   ","BOND  ","BOND      ","WHT ","17        ","20        ",-1," ","                    ","                    ",T,"1           ",1,NULL,NULL,NULL,"BND   ","BOND      ",NULL,NULL,0
"SC STOCK                                          ","            ",F,0,1,0.00,0.00,0.00,"EA        ","EA        ",0,0,0,"SHT   ","BOND  ","BOND      ",UNIT,"UNIT      ","UNIT      ",-1," ","40200-2-30          ","40200-1-30          ",T,"xxxx        ",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
"SEC 14# SC WHT 9 7/8                              ","8272011606  ",T,1,0.013091,2.6586,0.00,1.8851,"LB        ","LB        ",0,0,0,"ROLL  ","SC    ","BOND      ","WHT ","9 7/8     ","14        ",0," ","40100-2-30          ","40100-1-30          ",T,"3749 186913 ",244,NULL,NULL,NULL,"SC    ","SEC       ","186913    ",NULL,1
"SEC 17# SC WHT/BLK 15 1/4                         ","8272015002  ",T,1,0.013091,2.1856,0.00,1.4827,"LB        ","LB        ",0,0,0,"ROLL  ","SC    ","BOND      ","WHT ","15 1/4    ","17        ",0,NULL,"40100-2-30          ","40100-1-30          ",T,NULL,NULL,NULL,NULL,NULL,"SC    ","SEC       ",NULL,NULL,1
"SEC 17# SC WHT/BLK 17 1/2                         ","8272015003  ",T,1,0.013091,2.3455,0.00,2.1856,"LB        ","LB        ",0,0,0,"ROLL  ","SC    ","BOND      ","WHT ","17 1/2    ","17        ",0," ","40100-2-30          ","40100-1-30          ",T,"14730532    ",529,2012-12-29 14:39:40.257,"2-052093  ",NULL,"SC    ","SEC       ",NULL,NULL,1
"SEC 17# SC WHT/BLK 9 7/8                          ","            ",T,0,1,2.3455,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","SC    ","BOND      ","WHT ","9 7/8     ","17        ",-1," ","40100-2-30          ","40100-1-30          ",T,"            ",297,2011-10-03 15:57:43.123,"2-051723  ",NULL,NULL,NULL,NULL,NULL,1
"SEC 17# WHT/BLUE 17-1/2                           ","            ",T,0,1,2.1308,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","SPC   ","BOND      ","WHT ","17 1/2    ","17        ",-1," ","40200-2-30          ","40200-1-30          ",T,"            ",517,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
"SEC 17# WHT/BLUE 17-1/2""                          ","            ",F,0,1,0.00,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","SPC   ","          ","WHT ","17 1/2    ","17        ",-1," ","40200-2-30          ","                    ",T,"            ",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
"SEC 24# CP BLU 17 1/2                             ","            ",F,0,1,0.8275,0.00,0.8275,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","BLU ","17 1/2    ","24        ",-1," ","40200-2-30          ","40200-1-30          ",T,"            ",284,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
